episode,orange_average_pairwise_distances,orange_std_pairwise_distances,blue_average_pairwise_distances,blue_std_pairwise_distances
1,22.838611040030916,1.0730636974587122,33.441710656908214,1.4640609980112922
2,31.58907324174251,1.52844803852166,41.62336234458944,1.829643166517262
3,44.83347406630284,1.777084124576002,33.291378421230135,1.4597616500463155
4,34.577563611392335,1.5895271784023386,34.61783007451312,1.4667866539284518
5,43.446005544275465,1.846640429536168,31.31233331059061,1.5917851199639854
6,32.682984332380705,1.6840861891093046,20.693969150433283,1.1501917759190279
7,26.67711129619998,1.1649152441469,30.16711290385175,1.782568613872135
8,42.910754119417845,1.7616266281292374,24.70807317519249,1.5078342831506237
9,32.26029686254883,1.4189076639837985,25.045387004496355,1.444607891678712
10,38.59756746342854,1.7314629591299973,22.621363323566868,1.3839436144561172
11,32.2670980112517,1.557851273039593,16.09296191546566,0.7977327115947701
12,29.33106431193745,1.3723427140244178,17.59013235666125,1.2100435094492688
13,27.691959528074808,1.470761520827558,17.75046375938967,0.9684278910815924
14,29.12244847123999,1.761870564603038,25.298467347742932,1.5311653650405317
15,23.46493936307211,1.6322673388419877,18.80756271102539,1.2920403804668064
16,22.485622466375236,1.8690938087261966,10.751250903499034,0.5720490063379693
17,19.895098114679055,1.5566569332001108,14.337183367175685,1.1468494935336349
18,21.5812718887736,1.7057406292445605,14.360643093614001,1.278196261801585
19,15.809194704212539,1.2189748881186078,20.140276742275493,1.6139429509718592
20,11.95623327512023,0.790399154609915,18.499550173634805,1.333966611495789
21,12.64876728779952,0.7632293953702858,27.31073092863345,1.4408911970427698
22,16.91026949789597,1.4008401961110506,22.75850452484316,1.047116379986015
23,9.951874162075558,0.7118312952584056,14.713467205400422,0.946876222775883
24,17.250263156525275,1.3369874914076556,21.831226901270096,1.507330923444333
25,18.486165871857583,1.426259329876729,20.005004240792633,1.4940196166193855
26,9.82693794353055,0.5908482504537683,10.752376362407393,0.5619212707656555
27,7.527926828151262,0.5952260209597211,10.30477739791247,0.4722768082646709
28,9.32397088969848,0.7890932338412621,9.860792882487383,0.5315556899337901
29,15.478279381926763,1.4472980801477116,8.392824012875012,0.42871023361563176
30,20.696995250427218,1.8769074062450788,5.433705187355422,0.294523260012609
31,8.85892828629776,0.679611036455301,6.7428111857955315,0.49586276231229764
32,5.386967307751933,0.3444587634232741,14.115806150372315,0.9097316013390094
33,12.937853863718455,1.013497587126055,5.042315794923057,0.2672133669916908
34,5.203904110196554,0.3979557092105407,7.277442728976015,0.378344976095677
35,6.553696122264354,0.5323991867620081,6.847047750816479,0.3604110355843036
36,3.236163496091189,0.18609533381214574,8.840265768483679,0.568464729749538
37,3.852004289141241,0.25508710399210205,10.588162351627014,0.7019615158077286
38,3.3806754076029835,0.17027024912228833,6.567958069569807,0.3263603581275357
39,2.690596457084982,0.13636617493393682,5.890430180186196,0.348751257460637
40,2.206943150122009,0.10591056305596964,3.1161336067947873,0.16516388286949957
