episode,orange_average_pairwise_distances,orange_std_pairwise_distances,blue_average_pairwise_distances,blue_std_pairwise_distances
1,26.83213880010774,1.1900662258064703,27.4776625229188,1.423691486291122
2,33.29737778127227,1.5625036197365492,41.3461473507999,1.8036319036053818
3,30.506743036614065,1.4487176832890811,33.676336219539266,1.6307691381324716
4,32.24317048024245,1.5925381436739856,41.056341392701256,1.8030000758914722
5,28.051618350769175,1.3353647435481366,37.062491821870935,1.699103385320381
6,20.77026955091594,1.2697179564068268,34.970532182968626,1.6799459575592879
7,20.829799248108166,1.3110510013274586,41.434348612504984,1.8274195396229582
8,13.130029660605544,0.6953872911158466,32.73639848333301,1.6873064904158248
9,19.116277651881255,1.0141603988505583,11.048085634123058,0.5780299251966017
10,7.81001267005255,0.3528199741209646,13.662971931052697,0.8458497401002689
11,5.834493901115964,0.28388400323713964,20.590887087546356,1.374621370682885
12,4.043378958262506,0.18692993090124302,17.905936462220552,1.626995627277969
13,2.8765146741846,0.1209434308540903,12.787220865804576,1.084719565402359
14,3.073923428655043,0.1397132097933979,5.997885504857726,0.3573923006155105
15,2.7970733870848155,0.12815582427387456,5.018780828943983,0.2838011311146002
16,3.273303025925191,0.15410600187115073,4.2474110265461,0.22763216445372086
17,3.5030556221693865,0.1835936435907897,3.0374922173601373,0.14242314738407325
18,2.461059364258838,0.12105674891224809,4.020403372338298,0.2014458596652421
19,1.8394000376826458,0.08582626159552603,3.52487591679791,0.19394376341240158
20,1.6856245335747972,0.07778742426171059,2.6805835785831036,0.1306922147236478
21,1.7672358996071906,0.08203453435993091,2.9216714153086407,0.14335683325617105
22,1.6132882411402805,0.07183519907071081,3.7184211935186195,0.18402163353598538
23,1.702847001821788,0.07599237577982429,3.00249593323678,0.1620559562143198
24,1.956108750331875,0.09249921028418392,2.54138324526903,0.11394488197406925
25,2.047160490680512,0.0990938643885998,2.22890051976822,0.10271095546767159
26,2.0669223757934434,0.10016813407129165,2.5479580636101504,0.12712663118855233
27,1.8973910926635327,0.09242540638386197,2.997619398014501,0.16563446595874223
28,1.5473101929158728,0.07061781375991276,2.487353041083797,0.12580093332827608
29,1.705228052543253,0.07691254819688188,1.9359160314177775,0.09379328062405147
30,1.8180086054581936,0.08989393375894084,2.83315585302558,0.15117611901227598
31,1.699210274454134,0.08072063856577842,2.5178496710930656,0.1332461334268847
