episode,orange_average_pairwise_distances,orange_std_pairwise_distances,blue_average_pairwise_distances,blue_std_pairwise_distances
1,29.78436416241304,1.3096955116555102,27.724946016929188,1.2716037172685175
2,29.340813266905695,1.4754449227771762,20.71434077578308,0.9639778813205698
3,23.424279943984274,1.4899653464433147,20.237690910653715,0.9669818367000832
4,24.345150739478754,1.6988801980496213,9.2617919906697,0.415613327733186
5,21.064284779376933,1.5444502935849995,12.115721201405751,0.5696502349270076
6,25.05233535572597,1.6566087882668399,11.003763081372371,0.7086167435875401
7,11.8978131268828,0.7043099032611498,10.642025535828981,0.5461183917004573
8,9.292046987611496,0.5212964654164514,20.458055778642336,1.408695978431974
9,5.041571654555175,0.23336638797604783,20.192249928398205,1.544775358416245
10,4.941850003170546,0.23125240280100706,21.16045731454366,1.4617765530507572
11,3.9532022887805955,0.1927598225162645,13.039743417481265,0.6184356755026207
12,5.547474008250736,0.33867854163367195,16.501287175314605,0.9894433750561613
13,4.136509195911039,0.25547218977975605,11.436506117354094,0.5233603557613543
14,3.5440713866177944,0.2032057150304516,15.92372715876543,0.9244616646472981
15,2.6163557126481014,0.13440882973232543,11.600287247879457,0.6904816533141507
16,2.7211752979213624,0.14909998733526705,10.6221808907727,0.6402766808975489
17,2.175908450682048,0.0994762077146816,7.153636143100431,0.35816768040833546
18,2.1361640621357942,0.10094124070776753,11.86942590518223,0.7630594665474248
19,2.0875885972939625,0.09702763457786114,17.474392019197335,1.2960970279178337
20,3.233482548418987,0.17919621560026205,6.597687901743753,0.32400410089363346
21,2.6072850394443017,0.1371489370277341,7.0758061247339334,0.3580821582211617
22,2.8335007498414404,0.15205557653019194,7.1323386582222765,0.3237290848782336
23,2.700900629092196,0.14099921876041044,6.467876166577538,0.2978100480840795
24,1.9394892645594792,0.09207040969499786,7.046957090252475,0.32494943944157545
25,2.0662641014703547,0.09657992161491834,8.068704427695923,0.3925655310865397
26,2.135521854786259,0.10492507005262508,8.42170671484136,0.39645547551271876
27,1.8749029153117485,0.09008673954297715,6.543535433487503,0.3189719561752227
28,1.9918683786030071,0.09721193148399171,8.798801950472754,0.4479344836475399
29,2.27695368804937,0.11458205810788337,8.40870419474319,0.40883096691977866
30,2.674730307909602,0.16575797590527538,5.655628034885541,0.2542654909308279
31,2.081911614336012,0.10398891436307736,6.522090202383079,0.30340529032578145
32,2.3313902884867397,0.12039724744750767,6.473509914310749,0.306788333478254
33,2.5427372058294675,0.14351187172378305,6.194074867917627,0.2729460845321568
34,2.4948766878355606,0.12605210177241413,6.974784403805599,0.34691520812169946
35,3.3529252860214602,0.19772230297336024,6.388174430006605,0.2963856633442812
36,2.0397330583634883,0.0958473583639292,8.60494855897568,0.4385748551379343
37,2.1131523270652814,0.1102415685161033,6.788880692056453,0.344289739017587
38,3.14103743672762,0.1877682977200052,6.1052012179232555,0.27578848686935575
39,3.082303004449642,0.18232282860962634,6.814789131351396,0.32906050882817967
40,2.149614237917771,0.10601548506589786,6.122424468141747,0.2833419834985166
41,2.5606089084179073,0.13297522647376056,6.554353037858195,0.30728821754715235
42,3.3116943547011237,0.21307560118354638,5.562192338863421,0.2647674325174543
43,2.4759023766488237,0.1299021200538238,6.974261520760484,0.344278593471504
44,2.1180923866663073,0.11805495320596947,4.432904000150129,0.2235305768866168
45,2.7315959010842645,0.16607556354482664,6.220984627546665,0.2907702654473779
46,3.81982084408665,0.19678652134913754,5.719678830414486,0.2624845585295849
47,2.73261334994555,0.18612244133679284,5.132126095672836,0.23540806380259607
48,4.967586074812351,0.40638565442120234,5.504292989206526,0.24326249188405646
49,3.6839970466742513,0.20701230559617753,6.414988187892676,0.28632208896972866
50,2.3372243561104513,0.12243526149782084,5.85711550686757,0.2661291012447297
51,5.499717898950572,0.30550046374241374,4.901084151010599,0.2427780126391651
52,4.4177236616635405,0.2991224205825056,5.346952786007635,0.299300821342503
53,3.9775303074991255,0.23471495453934746,6.908628668747315,0.3074385574118737
54,3.3265489801729613,0.17618492933138308,5.052147118456131,0.2606678518379034
55,3.1415217468323426,0.17212167370473758,5.6258462497188475,0.2965170960800497
56,2.829783099568849,0.14822726232483238,4.162449345180348,0.202476798090913
57,4.7074008649623735,0.26280041542430144,4.182506157052039,0.19647034507078806
58,2.655928611758735,0.13379175758275993,5.011732961346992,0.26006859904844865
59,3.471286410990154,0.19075740611163636,4.878121617709393,0.26348600200998035
60,2.5909501382776887,0.13290667806429038,6.678153819703714,0.4736628210028552
61,5.2162021569091985,0.2870765928408388,4.110228522405739,0.20375095536025908
62,6.240834366325411,0.4136258267819605,4.558414220570241,0.22508887908364614
63,4.428334317813517,0.26295437787525705,4.546384486345001,0.23459896223107451
64,5.666220849361714,0.2903091633447413,5.78197586731137,0.34261802160901483
65,4.266947661216431,0.22233283427853842,4.38538611501282,0.23329731509903387
66,5.468382617166905,0.30403531802236383,3.8796280111484776,0.20416117931022518
67,3.2672491918640985,0.18874467463178052,3.8741226474232535,0.20932697503393305
68,5.54439437615907,0.4451982171252558,4.07188837990008,0.21240510639055607
69,5.154759738773335,0.3313686441840435,4.335453265802836,0.2137780342404412
70,3.985191981281495,0.2141556412539712,4.124687208319341,0.23795813323751652
71,5.618419514298691,0.33850998864493304,5.739075542412958,0.31177554232467747
72,4.020684697144908,0.23156353675276176,5.075408854008469,0.2548806022626203
73,5.160963741433107,0.27131864921413235,4.439447611291323,0.25170705876974264
74,5.33329277706059,0.3016000307794676,2.906049853278999,0.15706142051767155
75,4.817112946340625,0.27671378681873715,3.8707507322330152,0.19534435027243102
76,4.61183130760324,0.2496438109763651,3.2411900950422288,0.18057128104541134
77,5.907145952277055,0.39998027978559025,3.811477024638517,0.19552588380055538
78,3.8409345659864873,0.20397546694581695,4.464175045043815,0.24168586904309436
79,5.450030308886899,0.3067169696872254,4.253433305856334,0.22926529399548978
80,4.033577978406277,0.241393634829543,5.002709796539288,0.2772175747827426
81,3.7119053642140836,0.20934041254054,3.625867714585817,0.20455037114734814
82,7.439805662159418,0.4769357685808564,5.316728672539502,0.3110969394468046
83,3.823535972541265,0.2251083356179206,4.7547168709678695,0.264930418612997
84,4.428817738452036,0.23134405997472526,4.018769902073395,0.22879384566967448
85,3.603517716325622,0.20361751218756943,3.9398782933463252,0.20483560700283276
86,3.050106236836398,0.1623061196731247,3.8908591059366335,0.22878372655193122
87,7.109825572534377,0.4078087767155795,4.023825641122618,0.24642608423381357
88,5.10359924180936,0.2818475060017798,4.708657160222412,0.26357840054171594
89,4.351004439731059,0.27349929020371855,4.113058493555913,0.25957006465894167
90,2.935626762952318,0.15112684005301477,3.359218430707436,0.1841691451407867
91,3.8570492386404136,0.22320062200696686,4.14035930799178,0.22628689316293843
92,7.642005763962213,0.47745054423243255,3.318339215746409,0.17992951602236437
93,5.741461611139637,0.355322167477198,4.749125823967916,0.26983995991770865
94,4.5598155621949905,0.2803747469380715,4.506860519357796,0.2713998569223291
95,4.4116561378150045,0.245137757899825,3.83593543372982,0.19188451308936744
96,4.848524732708152,0.2871019328029056,3.575727091859239,0.20638394541862795
97,4.827781682922314,0.3051831896513901,4.150161397445027,0.23786208224375918
98,4.979002352528109,0.25699012591079534,4.264858343399884,0.22833937057862802
99,5.752583200512585,0.34169049112080224,2.907003080765149,0.1580817393524296
100,5.235814777928317,0.3242033248824971,2.896083449901275,0.18646893904218276
