,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,,1.6913956826979255,1.7198965678490157,1.4176527934127934,1.3222165737716198,1.3265542402288542,1.2577217591146204,1.295320028718345,1.6913956826979255,,0.48555894028336627,1.507313694900342,1.9194557175192555,1.9449761327443704,1.9558306679428286,1.9522746770401522,1.7198965678490157,0.48555894028336627,,1.4871619461549326,1.9354300956857005,1.9571316136595056,1.9577676927502938,1.9835356509122757,1.4176527934127934,1.507313694900342,1.4871619461549326,,1.5329410411860547,1.5930357318114194,1.5141216067499264,1.511769393191433,1.3222165737716198,1.9194557175192555,1.9354300956857005,1.5329410411860547,,0.7552244601521099,0.8575111615024342,0.7409787346381266,1.3265542402288542,1.9449761327443704,1.9571316136595056,1.5930357318114194,0.7552244601521099,,0.8227839982474044,0.8604331326557713,1.2577217591146204,1.9558306679428286,1.9577676927502938,1.5141216067499264,0.8575111615024342,0.8227839982474044,,0.9111668430984347,1.295320028718345,1.9522746770401522,1.9835356509122757,1.511769393191433,0.7409787346381266,0.8604331326557713,0.9111668430984347,
1,,2.096951415694633,2.507932454260509,2.472356948444985,1.567830153696091,1.0437710081005183,1.0566585960083164,1.6239029667571487,2.096951415694633,,1.1713104745848173,1.0136241794568022,2.561973534648677,2.3176031153334677,2.246590292898932,2.6903861103191296,2.507932454260509,1.1713104745848173,,0.6128582797681494,2.93387252095629,2.7561051648358763,2.675412750165396,2.978092415454523,2.472356948444985,1.0136241794568022,0.6128582797681494,,2.8819473797136244,2.704072320731938,2.6173090947780207,2.9376363065057802,1.567830153696091,2.561973534648677,2.93387252095629,2.8819473797136244,,1.5625535509122788,1.5427107491392051,0.6957711282717876,1.0437710081005183,2.3176031153334677,2.7561051648358763,2.704072320731938,1.5625535509122788,,0.5596807363455547,1.5555545662832189,1.0566585960083164,2.246590292898932,2.675412750165396,2.6173090947780207,1.5427107491392051,0.5596807363455547,,1.5330556711464947,1.6239029667571487,2.6903861103191296,2.978092415454523,2.9376363065057802,0.6957711282717876,1.5555545662832189,1.5330556711464947,
2,,2.3316844095360407,2.3297224362324735,1.2457914146943914,1.359797740853301,1.369899190043345,1.3402057572289345,1.320729075000668,2.3316844095360407,,0.5454659709825876,2.4292962810680243,2.8938234665172806,2.8322873606942656,2.88926198115968,2.801751672869188,2.3297224362324735,0.5454659709825876,,2.5000465411231754,2.895676605147819,2.864014127792052,2.931948615135297,2.8247259890394636,1.2457914146943914,2.4292962810680243,2.5000465411231754,,1.6911496143297535,1.7507146008081884,1.7766321360042656,1.6832246065368655,1.359797740853301,2.8938234665172806,2.895676605147819,1.6911496143297535,,0.8606929088146151,0.7907930571703388,0.7605118013168837,1.369899190043345,2.8322873606942656,2.864014127792052,1.7507146008081884,0.8606929088146151,,0.7876393709466327,0.8901791351376316,1.3402057572289345,2.88926198115968,2.931948615135297,1.7766321360042656,0.7907930571703388,0.7876393709466327,,0.7782051502665417,1.320729075000668,2.801751672869188,2.8247259890394636,1.6832246065368655,0.7605118013168837,0.8901791351376316,0.7782051502665417,
3,,1.9273556908477625,2.1527383572238223,2.2070367963685067,0.9593098576924401,1.969831818147453,1.0128790692768201,1.9545916477887029,1.9273556908477625,,1.0310875611245784,0.8778824194764098,2.0223643891295904,3.023990341879786,2.0477470609963877,2.931906443577626,2.1527383572238223,1.0310875611245784,,0.7081624744126354,2.231342069742558,2.9875183973222583,2.2335914233616814,2.896751048526968,2.2070367963685067,0.8778824194764098,0.7081624744126354,,2.228268576119646,2.998385063006339,2.2718379884509963,2.9195468387273946,0.9593098576924401,2.0223643891295904,2.231342069742558,2.228268576119646,,1.774715732474222,0.6136926384397648,1.7914397800850188,1.969831818147453,3.023990341879786,2.9875183973222583,2.998385063006339,1.774715732474222,,1.7546525552858974,0.6171293482334294,1.0128790692768201,2.0477470609963877,2.2335914233616814,2.2718379884509963,0.6136926384397648,1.7546525552858974,,1.8370012034351952,1.9545916477887029,2.931906443577626,2.896751048526968,2.9195468387273946,1.7914397800850188,0.6171293482334294,1.8370012034351952,
4,,1.4132652899020781,1.5290278822416992,1.4548440711649506,1.9015757604620216,1.962007806207204,2.325652707297551,2.2600853044010147,1.4132652899020781,,0.8604591655826509,0.5834872345377118,2.586096480566838,2.6201453146247546,2.5607363293309904,2.5297150707735034,1.5290278822416992,0.8604591655826509,,0.6972269030807994,2.4296214284304316,2.4698737697987765,2.427437341414458,2.3695538633185382,1.4548440711649506,0.5834872345377118,0.6972269030807994,,2.540099405420779,2.5788538964141523,2.5205859448503714,2.479635273940432,1.9015757604620216,2.586096480566838,2.4296214284304316,2.540099405420779,,0.6752236604686139,1.54495070450195,1.5328318900936801,1.962007806207204,2.6201453146247546,2.4698737697987765,2.5788538964141523,0.6752236604686139,,1.495195546499323,1.5005008395269943,2.325652707297551,2.5607363293309904,2.427437341414458,2.5205859448503714,1.54495070450195,1.495195546499323,,0.6490338639888666,2.2600853044010147,2.5297150707735034,2.3695538633185382,2.479635273940432,1.5328318900936801,1.5005008395269943,0.6490338639888666,
5,,2.4648268231085555,2.584082639163356,2.6062901318549985,3.330819626486062,3.059374080391598,2.705244968591559,2.4256728619342582,2.4648268231085555,,0.9929776198697585,1.0809884456008902,2.0172603874223243,2.102624343341222,3.940656944837534,3.9613707993133103,2.584082639163356,0.9929776198697585,,0.9611405101076785,1.9267698825037392,2.003837862385618,4.24363315024278,4.216706776659856,2.6062901318549985,1.0809884456008902,0.9611405101076785,,1.9256797030747719,1.9855142103962098,4.299316748766237,4.273157008974272,3.330819626486062,2.0172603874223243,1.9267698825037392,1.9256797030747719,,0.690810013579693,3.3765601840257076,3.5920381732091986,3.059374080391598,2.102624343341222,2.003837862385618,1.9855142103962098,0.690810013579693,,3.5690759716885614,3.3182723187069256,2.705244968591559,3.940656944837534,4.24363315024278,4.299316748766237,3.3765601840257076,3.5690759716885614,,0.7252231299170893,2.4256728619342582,3.9613707993133103,4.216706776659856,4.273157008974272,3.5920381732091986,3.3182723187069256,0.7252231299170893,
6,,2.3601708912625514,2.182715490367055,2.1129430188710145,1.262486895417449,1.2411769635223198,1.2724177544142665,1.265366250254682,2.3601708912625514,,1.0969902663463782,1.210093582611453,2.3087099150637367,2.3267172270015624,2.343947491606988,2.3248520984102456,2.182715490367055,1.0969902663463782,,0.7031984014270672,2.6044665905242717,2.618677951405132,2.5787395206111188,2.577883861458707,2.1129430188710145,1.210093582611453,0.7031984014270672,,2.4790725499187096,2.5139221294248153,2.5086195751220437,2.458317983519419,1.262486895417449,2.3087099150637367,2.6044665905242717,2.4790725499187096,,0.7541883234243233,0.8712375186651785,0.818410848689013,1.2411769635223198,2.3267172270015624,2.618677951405132,2.5139221294248153,0.7541883234243233,,0.6482303715015788,0.8375240760883486,1.2724177544142665,2.343947491606988,2.5787395206111188,2.5086195751220437,0.8712375186651785,0.6482303715015788,,0.808618200899003,1.265366250254682,2.3248520984102456,2.577883861458707,2.458317983519419,0.818410848689013,0.8375240760883486,0.808618200899003,
7,,2.13530244421227,2.1198368934001155,2.2963925197359836,1.8250271196253682,1.9482558455675303,1.9423840976046656,1.8806969368297906,2.13530244421227,,0.9138192549655764,0.9482365467080137,3.025020634480962,2.9465866560898473,3.0286433761227682,2.9441749501144847,2.1198368934001155,0.9138192549655764,,0.7980877466498896,3.033626348323873,2.987963413626782,3.0384605491191,2.952969592297311,2.2963925197359836,0.9482365467080137,0.7980877466498896,,2.971132227240709,2.958232605077691,2.9632635158360907,2.904870590041946,1.8250271196253682,3.025020634480962,3.033626348323873,2.971132227240709,,0.8616772493771426,0.7723797827241675,0.8125790353505344,1.9482558455675303,2.9465866560898473,2.987963413626782,2.958232605077691,0.8616772493771426,,0.9077812964752536,0.7977257794301256,1.9423840976046656,3.0286433761227682,3.0384605491191,2.9632635158360907,0.7723797827241675,0.9077812964752536,,0.7739371543610214,1.8806969368297906,2.9441749501144847,2.952969592297311,2.904870590041946,0.8125790353505344,0.7977257794301256,0.7739371543610214,
8,,2.1813646980825983,2.2425205178334755,1.871590635839749,1.3261781576518397,1.372376405719548,1.4848398881335887,1.4671403570245052,2.1813646980825983,,0.5829608491395866,1.2324656850277889,2.4547854051044036,2.394084480227281,2.4676339018624756,2.452793216306373,2.2425205178334755,0.5829608491395866,,1.1742996198230033,2.5048500691647364,2.460629574810296,2.4956584494295773,2.4607396122961394,1.871590635839749,1.2324656850277889,1.1742996198230033,,2.31410484822531,2.2717065913597594,2.3588862395868384,2.3267193053210993,1.3261781576518397,2.4547854051044036,2.5048500691647364,2.31410484822531,,0.8706697937779867,0.832936624504616,0.8336990532071066,1.372376405719548,2.394084480227281,2.460629574810296,2.2717065913597594,0.8706697937779867,,0.7639338599693339,0.9278824472510309,1.4848398881335887,2.4676339018624756,2.4956584494295773,2.3588862395868384,0.832936624504616,0.7639338599693339,,0.9153901451698615,1.4671403570245052,2.452793216306373,2.4607396122961394,2.3267193053210993,0.8336990532071066,0.9278824472510309,0.9153901451698615,
9,,1.9883804713968818,2.0994689454345483,1.855784903423996,1.918011235582633,1.9947174409017916,1.9273494251691417,1.8094590893417,1.9883804713968818,,0.66252859607963,1.2898514823630416,2.984262435991191,3.050299624981645,2.981792828866958,2.9032831668859806,2.0994689454345483,0.66252859607963,,1.1009940194284682,3.029675990848649,3.121760055428997,3.029360278507462,2.936666364886205,1.855784903423996,1.2898514823630416,1.1009940194284682,,2.9382743115555,3.000065504259351,2.994717270427816,2.8571066545517345,1.918011235582633,2.984262435991191,3.029675990848649,2.9382743115555,,0.8760203436193058,0.7684817550787875,1.0360490312012514,1.9947174409017916,3.050299624981645,3.121760055428997,3.000065504259351,0.8760203436193058,,0.6964645322342959,0.9099682603902189,1.9273494251691417,2.981792828866958,3.029360278507462,2.994717270427816,0.7684817550787875,0.6964645322342959,,0.8526297194348009,1.8094590893417,2.9032831668859806,2.936666364886205,2.8571066545517345,1.0360490312012514,0.9099682603902189,0.8526297194348009,
