orange_to_orange_and_blue_to_blue,orange_to_blue_and_blue_to_orange
1.7332142475940062,3.694614811441291
1.697360710560757,3.7332033234634387
1.7791355777601916,4.005402945687824
1.9704386837858396,2.9395862655181766
1.8801244642186032,3.6507654783070342
1.835100403234743,3.6539157949459753
2.058960483593439,3.756288500347817
2.2979277038063097,3.311837572509905
